Team,Repository,Branch (if not the default),Source
,https://github.com/canonical/tmate-ssh-server-operator,,auto-discover
,https://github.com/canonical/transition-tracker-operator,,auto-discover
,https://github.com/canonical/ubuntu-copy-report-operator,,auto-discover
,https://github.com/canonical/ubuntu-debuginfod-operator,,auto-discover
,https://github.com/canonical/ubuntu-desktop-versions-operator,,auto-discover
,https://github.com/canonical/ubuntu-insights-k8s-operator,,auto-discover
,https://github.com/canonical/ubuntu-langpacks-operator,,auto-discover
,https://github.com/canonical/ubuntu-manpages-operator,,auto-discover
,https://github.com/canonical/ubuntu-merges-operator,,auto-discover
,https://github.com/canonical/ubuntu-metrics-k8s-operator,,auto-discover
,https://github.com/canonical/ubuntu-motd-server-operator,,auto-discover
,https://github.com/canonical/ubuntu-proposed-migration-operator,,auto-discover
,https://github.com/canonical/ubuntu-static-reports-operator,,auto-discover
,https://github.com/canonical/user-verification-service-operator,,auto-discover
,https://github.com/canonical/valkey-operator,,auto-discover
,https://github.com/canonical/velero-integrator,,auto-discover
,https://github.com/canonical/velero-kubeflow-client,,auto-discover
,https://github.com/canonical/velero-operator,,auto-discover
,https://github.com/canonical/wazuh-server-operator,,auto-discover
,https://github.com/canonical/wireguard-gateway-operator,,auto-discover
,https://github.com/charmed-kubernetes/aws-k8s-storage,,auto-discover
,https://github.com/charmed-kubernetes/ceph-csi-operator,,auto-discover
,https://github.com/charmed-kubernetes/charm-aws-cloud-provider,,auto-discover
,https://github.com/charmed-kubernetes/charm-aws-iam,,auto-discover
,https://github.com/charmed-kubernetes/charm-azure-cloud-provider,,auto-discover
,https://github.com/charmed-kubernetes/charm-calico,,auto-discover
,https://github.com/charmed-kubernetes/charm-containerd,,auto-discover
,https://github.com/charmed-kubernetes/charm-docker,,auto-discover
,https://github.com/charmed-kubernetes/charm-flannel,,auto-discover
,https://github.com/charmed-kubernetes/charm-gcp-cloud-provider,,auto-discover
,https://github.com/charmed-kubernetes/charm-kata,,auto-discover
,https://github.com/charmed-kubernetes/charm-kube-virt,,auto-discover
,https://github.com/charmed-kubernetes/charm-kubernetes-e2e,,auto-discover
,https://github.com/charmed-kubernetes/charm-metallb-speaker,,auto-discover
,https://github.com/charmed-kubernetes/charm-multus,,auto-discover
,https://github.com/charmed-kubernetes/charm-sriov-cni,,auto-discover
,https://github.com/charmed-kubernetes/charm-sriov-network-device-plugin,,auto-discover
,https://github.com/charmed-kubernetes/cluster-api-bootstrap-provider-charmed-k8s,,auto-discover
,https://github.com/charmed-kubernetes/cluster-api-control-plane-provider-charmed-k8s,,auto-discover
,https://github.com/charmed-kubernetes/cluster-api-provider-juju,,auto-discover
,https://github.com/charmed-kubernetes/gcp-k8s-storage,,auto-discover
,https://github.com/charmed-kubernetes/kube-state-metrics-operator,,auto-discover
,https://github.com/charmed-kubernetes/kubernetes-dashboard-operator,,auto-discover
,https://github.com/charmed-kubernetes/kubernetes-metrics-server-operator,,auto-discover
,https://github.com/charmed-kubernetes/layer-canal,,auto-discover
,https://github.com/charmed-kubernetes/layer-container-runtime-common,,auto-discover
,https://github.com/charmed-kubernetes/layer-coordinator,,auto-discover
,https://github.com/charmed-kubernetes/layer-easyrsa,,auto-discover
,https://github.com/charmed-kubernetes/layer-etcd,,auto-discover
,https://github.com/charmed-kubernetes/layer-kubernetes-master-worker-base,,auto-discover
,https://github.com/charmed-kubernetes/layer-kubernetes-node-base,,auto-discover
,https://github.com/charmed-kubernetes/layer-nagios,,auto-discover
,https://github.com/charmed-kubernetes/layer-tigera-secure-ee,,auto-discover
,https://github.com/charmed-kubernetes/localhost-ci-setup,,auto-discover
,https://github.com/charmed-kubernetes/openstack-cloud-controller-operator,,auto-discover
,https://github.com/charmed-kubernetes/vsphere-cloud-provider,,auto-discover
,https://github.com/jnsgruk/upki-mirror-k8s-operator,,auto-discover
,https://github.com/jnsgruk/zinc-k8s-operator,,auto-discover
,https://github.com/juju/bundleservice-charm,,auto-discover
,https://github.com/juju/juju-controller,,auto-discover
,https://github.com/juju/juju-gui-charm,,auto-discover
,https://github.com/juju/jujushell-charm,,auto-discover
,https://github.com/openstack-charmers/charm-aodh-k8s,,auto-discover
,https://github.com/openstack-charmers/charm-arista-virt-test-fixture,,auto-discover
,https://github.com/openstack-charmers/charm-bind-k8s,,auto-discover
,https://github.com/openstack-charmers/charm-ceilometer-k8s,,auto-discover
,https://github.com/openstack-charmers/charm-cloudkitty,,auto-discover
,https://github.com/openstack-charmers/charm-designate-k8s,,auto-discover
,https://github.com/openstack-charmers/charm-discoveryserver,,auto-discover
,https://github.com/openstack-charmers/charm-ironic-dashboard,,auto-discover
,https://github.com/openstack-charmers/charm-kerberos-test-fixture,,auto-discover
,https://github.com/openstack-charmers/charm-keystone-ldap-k8s,,auto-discover
,https://github.com/openstack-charmers/charm-keystone-openidc-k8s,,auto-discover
,https://github.com/openstack-charmers/charm-kingfisher,,auto-discover
,https://github.com/openstack-charmers/charm-layer-ovn,,auto-discover
,https://github.com/openstack-charmers/charm-ldap-test-fixture,,auto-discover
,https://github.com/openstack-charmers/charm-ldap-test-fixture-k8s,,auto-discover
,https://github.com/openstack-charmers/charm-magnum-k8s,,auto-discover
,https://github.com/openstack-charmers/charm-nfs-server-test-fixture,,auto-discover
,https://github.com/openstack-charmers/charm-nova-compute-operator,,auto-discover
,https://github.com/openstack-charmers/charm-openidc-test-fixture,,auto-discover
,https://github.com/openstack-charmers/charm-osci-frr,,auto-discover
,https://github.com/openstack-charmers/charm-quagga,,auto-discover
,https://github.com/openstack-charmers/charm-sunbeam-machine,,auto-discover
,https://github.com/openstack-charmers/charm-woodpecker,,auto-discover
,https://github.com/openstack-charmers/charm-zookeeper-k8s,,auto-discover
,https://github.com/openstack-charmers/openstack-libs,,auto-discover
,https://github.com/openstack-charmers/test-charm-aodh-ch,,auto-discover
,https://github.com/canonical/CI-testing-grafana-agent-fork,,auto-discover
,https://github.com/canonical/secops-fork-opencti-operator,,auto-discover
,https://github.com/canonical/alertmanager-with-configurer-k8s-operator,,auto-discover
,https://github.com/canonical/anbox-cloud.io,,auto-discover
,https://github.com/canonical/airflow-core-operators,,auto-discover
,https://github.com/canonical/assets.ubuntu.com,,auto-discover
,https://github.com/canonical/litmus-operators,,auto-discover
,https://github.com/canonical/ubuntu-autopkgtest-operators,,auto-discover
,https://github.com/canonical/object-storage-integrator,,auto-discover
,https://github.com/canonical/backup-operators,,auto-discover
,https://github.com/canonical/dns-operators,,auto-discover
,https://github.com/canonical/candid,,auto-discover
,https://github.com/canonical/canonical-cla-ui,,auto-discover
,https://github.com/canonical/canonical.com,,auto-discover
,https://github.com/canonical/canonicalwebteam.juju-logger,,auto-discover
,https://github.com/canonical/ceph-charms,,auto-discover
,https://github.com/canonical/certification-errbot,,auto-discover
,https://github.com/canonical/charm-neutron-operator,,auto-discover
,https://github.com/canonical/ov-slurm-charms,,auto-discover
,https://github.com/canonical/charmed-5g-upf-interface,,auto-discover
,https://github.com/canonical/charmed-nodejs-boilerplate,,auto-discover
,https://github.com/canonical/charmhub-solutions-service,,auto-discover
,https://github.com/canonical/charmhub.io,,auto-discover
,https://github.com/canonical/chopsticks,,auto-discover
,https://github.com/canonical/charmed-openstack-cinder-backends,,auto-discover
,https://github.com/canonical/cloud-init.io,,auto-discover
,https://github.com/canonical/cn.ubuntu.com,,auto-discover
,https://github.com/canonical/consul-k8s-operator,,auto-discover
,https://github.com/canonical/pyroscope-operators,,auto-discover
,https://github.com/canonical/cs.canonical.com,,auto-discover
,https://github.com/canonical/dashboard,,auto-discover
,https://github.com/canonical/dashboard-operator,,auto-discover
,https://github.com/canonical/documentationacademy.org,,auto-discover
,https://github.com/canonical/falco-operators,,auto-discover
,https://github.com/canonical/feast-operators,,auto-discover
,https://github.com/canonical/github-runner-operators,,auto-discover
,https://github.com/canonical/gateway-api-integrator-operator,,auto-discover
,https://github.com/canonical/haproxy-operator,,auto-discover
,https://github.com/canonical/hardware-api,,auto-discover
,https://github.com/canonical/http-proxy-operators,,auto-discover
,https://github.com/canonical/hpc-package-operators,,auto-discover
,https://github.com/canonical/jmx-exporter-charm,,auto-discover
,https://github.com/canonical/jp.ubuntu.com,,auto-discover
,https://github.com/canonical/jsimpso-indico-operator,,auto-discover
,https://github.com/canonical/kafkacl,,auto-discover
,https://github.com/canonical/library.canonical.com,,auto-discover
,https://github.com/canonical/lp-jira-sync-bot,,auto-discover
,https://github.com/canonical/maas-charms,,auto-discover
,https://github.com/canonical/marketplace-analytics,,auto-discover
,https://github.com/canonical/msm-temporal-worker-k8s-operator,,auto-discover
,https://github.com/canonical/netplan.io,,auto-discover
,https://github.com/canonical/hpc-node-operators,,auto-discover
,https://github.com/canonical/oem-qa-tools,,auto-discover
,https://github.com/canonical/open-graph-images-generator,,auto-discover
,https://github.com/canonical/openapi-rest-proxy,,auto-discover
,https://github.com/canonical/opendkim-operator,,auto-discover
,https://github.com/canonical/paas-charm-cli,,auto-discover
,https://github.com/canonical/phoronix-system-tests,,auto-discover
,https://github.com/canonical/postfix-relay-operators,,auto-discover
,https://github.com/canonical/postgresql-bundle-1,,auto-discover
,https://github.com/canonical/sunbeam-cinder-factory,,auto-discover
,https://github.com/canonical/roadmap.canonical.com,,auto-discover
,https://github.com/canonical/rocks-storefront,,auto-discover
,https://github.com/canonical/seceng-common,,auto-discover
,https://github.com/canonical/simple-subordinate-operator,,auto-discover
,https://github.com/canonical/mongo-single-kernel-library,,auto-discover
,https://github.com/canonical/postgresql-single-kernel-library,,auto-discover
,https://github.com/canonical/slurmctld-operator,,auto-discover
,https://github.com/canonical/slurmd-operator,,auto-discover
,https://github.com/canonical/slurmdbd-operator,,auto-discover
,https://github.com/canonical/slurmrestd-operator,,auto-discover
,https://github.com/canonical/snap-recommendation-service,,auto-discover
,https://github.com/canonical/specs.canonical.com,,auto-discover
,https://github.com/canonical/charming-actions,,auto-discover
,https://github.com/canonical/test_observer,,auto-discover
,https://github.com/canonical/testflinger,,auto-discover
,https://github.com/canonical/ubuntu-pro-operator,,auto-discover
,https://github.com/canonical/ubuntu-com-security-api,,auto-discover
,https://github.com/canonical/ubuntu.com,,auto-discover
,https://github.com/canonical/vanilla-framework,,auto-discover
,https://github.com/canonical/waltz-integration-juju,,auto-discover
,https://github.com/canonical/wazuh-dashboard-operator,,auto-discover
,https://github.com/canonical/wazuh-indexer-operator,,auto-discover
,https://github.com/canonical/webteam-juju-demos-testing,,auto-discover
,https://github.com/canonical/webteam-webbot,,auto-discover
,https://git.launchpad.net/landscape-charm,,auto
,https://github.com/canonical/loki-operators,,auto
,https://github.com/canonical/mimir-operators,,auto
